D1_0042,Ca Vien Chien  Luong Huu Khanh,Bistro,Vietnamese,33A Luong Huu Khanh P. Pham Ngu Lao,1,37500,3.35
D1_0043,Bun Dau A Vung  Luong Huu Khanh,Bistro,Vietnamese,6AB Luong Huu Khanh P. Pham Ngu Lao,1,37500,3.25
D1_0044,Ga Ran Popeyes  Dien Bien Phu,Bakery,USA,58/13 Nguyen Binh Khiem (Vong Xoay Nguyen Binh Khiem) P. Da Kao,1,100000,3.45
D1_0045,Pha Lau Li  Suong Nguyet Anh,Restaurant,Vietnamese,1A Suong Nguyet Anh,1,70000,3.05
D1_0046,A Ma Kitchen  Mon HongKong,Bakery,Chinese,23 Ton Duc Thang P. Ben Nghe,1,175000,3.1
D1_0047,An Dem SG  Giao Do An Khuya  Mon Ngon Cac Nuoc,Restaurant,Korean,165 Dien Bien Phu P. Da Kao,1,36000,3.5
D1_0048,Moc  Rieu  Nuong  Vo Van Kiet,Restaurant,Vietnamese,318  320 Vo Van Kiet (Gan Nga 3 De Tham) P. Co Giang,1,125000,3.5
D1_0049,Banh Canh Cua  Tran Khac Chan,Bistro,Vietnamese,87 Tran Khac Chan P. Tan Dinh,1,42500,3.4
D1_0050,Nguyen Sinh 1942  Pate Gio Cha Banh Mi  Tran Dinh Xu,Bistro,French,141 Tran Dinh Xu,1,175000,3.7
D1_0051,She Cafe  Cafe Cho Phai Dep,Bistro,Vietnamese,Tang 1 158D Pasteur,1,45500,3.55
D1_0052,Bun Dau 46  60 Cao Ba Nha,Restaurant,Vietnamese,60 Cao Ba Nha P. Nguyen Cu Trinh,1,75000,3.6
D1_0053,The Loft  Restaurant  Cafe  Ly Tu Trong,Bistro,Vietnamese,Tang 1 Chung Cu 26 Ly Tu Trong,1,70000,3.65
D1_0054,Kohaku Udon  Ramen  Vincom Center,Bistro,Japanese,B3  10C Vincom Center 72 Le Thanh Ton P. Ben Nghe,1,244500,4.15
D1_0055,Banana Juice Shop  Sinh To,Bistro,Vietnamese,102B Le Thi Rieng,1,27500,3.7
D1_0056,Fujiya Restaurant  Yakiniku Nabe Buffet,Bistro,Japanese,B301 Vincom Center 72 Le Thanh Ton,1,300000,3.55
D1_0057,Buffet Liberty Asian Saigon Riverside,Restaurant,Asian,17 Ton Duc Thang,1,530000,3.65
D1_0058,Chai Village  Sushi  Hai San Tuoi Song  Saigon House,Cafe,Japanese,Tang 3 Saigon House 77 Nguyen Hue P. Ben Nghe,1,275000,4.5
D1_0059,Curry Shika  Mochi  Dango,Bistro,Japanese,1/4 Nguyen Van Trang P. Ben Thanh,1,147000,3.7
D1_0060,Secret Garden  Vietnameseese Restaurant  Tea House,Cafe,Vietnamese,158 Bis/4041 Pasteur P. Ben Nghe,1,240000,3.7
D1_0061,Mellow Creperie Cafe (Le Cottage Cu),Restaurant,USA,51A Huynh Khuong Ninh P. Da Kao,1,69500,3.6
D1_0062,The Organic  Nha Hang Chay,Cafe,Vietnamese,54 Ly Van Phuc P. Tan Dinh,1,105000,4
D1_0063,Chao Suon Chu Chen  Nguyen Trai,Restaurant,Chinese,281  283 Nguyen Trai P. Nguyen Cu Trinh,1,57000,3.55
D1_0064,Koicha Saigon  Bubble Tea  Coffee,Restaurant,Japanese,38 Phan Boi Chau P. Ben Thanh,1,50000,3.7
D1_0065,Rico Taco  Mexican Restaurant,Restaurant,Mexican,74/7 Hai Ba Trung P. Ben Nghe,1,200000,3.75
D1_0066,Ca Phe Shelter Coffee  Tea  Le Thanh Ton,Restaurant,Asian,13 Le Thanh Ton P. Ben Nghe,1,35000,3.75
D1_0067,Bingsu  Bingsuya,Restaurant,Vietnamese,15B Dinh Tien Hoang P. DaKao,1,94500,3.8
D1_0068,Bo Ne 3 Ngon  Bo Quanh Lua Hong  Dinh Tien Hoang,Restaurant,Vietnamese,18 Dinh Tien Hoang P. Da Kao,1,30000,3.45
D1_0069,Kem Bach Dang,Restaurant,Vietnamese,26 Le Loi P. Ben Nghe,1,75000,3.3
D1_0070,Hem An Vat 76 Hai Ba Trung,Restaurant,Vietnamese,Hem 76 Hai Ba Trung P. Ben Nghe,1,17500,3.1
D1_0071,Con Voi Vang  Hai Ba Trung,Cafe,Thailand,34 Hai Ba Trung P. Ben Nghe,1,240000,3.8
D1_0072,Eleven Restaurant,Restaurant,Vietnamese,29 Le Anh Xuan P. Ben Thanh,1,225000,3.8
D1_0073,Gammer Beer 107,Cafe,Czech,107 Pasteur  P. Ben Nghe,1,240000,3.8
D1_0074,Am Thuc Hai San Rivia  Nha Hang Hai San,Cafe,Vietnamese,18 Nguyen Cu Trinh P. Pham Ngu Lao,1,450000,4.85
D1_0075,Quan Ngon 138  Am Thuc Viet Nam,Bistro,Vietnamese,138 Nam Ky Khoi Nghia P. Ben Nghe,1,201500,3.55
D1_0076,Do Do Quan  Mon Quang,Cafe,Asian,10/14 Luong Huu Khanh P. Pham Ngu Lao,1,67500,3.35
D1_0077,Five Boys  Sinh To Bui Vien,Restaurant,Vietnamese,84/7 Bui Vien,1,30000,3.5
D1_0078,BOC Homemade BBQ,Restaurant,Asian,43 Nguyen Van Giai P. Da Kao,1,175000,3.9
D1_0079,The Gioi Donut  Hai Ba Trung,Restaurant,Vietnamese,210 Hai Ba Trung P. Tan Dinh,1,22500,3.75
D1_0080,Yeebo Di Buu  Seafood  Hot Pot  Dimsum  Le Thanh Ton,Restaurant,Chinese,1 Le Thanh Ton,1,480000,3.65
D1_0081,Nha Hang Din Ky  Nguyen Trai,Restaurant,Vietnamese,137C Nguyen Trai,1,80000,3.5
D1_0082,Trai Cay To Alley Fruit Cocktail  Ly Tu Trong,Restaurant,Vietnamese,Hem 177 Ly Tu Trong,1,32000,3.25
D1_0083,Quan Nem  Nem Cua Bien  Bun Cha  Nguyen Thi Minh Khai,Bistro,Vietnamese,15E Nguyen Thi Minh Khai P. Ben Nghe,1,40000,3.4
D1_0084,Tokyo Deli Express  Sushi  Tran Hung Dao,Restaurant,Japanese,120Bis Tran Hung Dao P. Pham Ngu Lao,1,122500,3.9
D1_0085,Park Lounge  Park Hyatt Saigon,Restaurant,Vietnamese,Lobby Park Hyatt Hotel 2 Cong Truong Lam Son,1,350000,3.8
D2_0027,Dao Hua  Taiwanese Hotpot Paradise  Estella Place,Restaurant,Taiwanese,Tang 3 L3  L10 Estella Place 88 Song Hanh P. An Phu,2,17500,4.1
D1_0087,Au Parc  Mon Dia Trung Hai,Restaurant,Asian,23 Han Thuyen P. Ben Nghe,1,325000,4
D1_0088,Hong Hanh  Banh Cuon  Mon Hue,Restaurant,Vietnamese,17A Nguyen Thi Minh Khai P. Ben Nghe,1,51000,3.1
D1_0089,Ga Ran CP Five Star  Tran Hung Dao,Restaurant,Vietnamese,147 Tran Hung Dao P. Cau Ong Lanh,1,20000,3.95
D1_0090,Bun Dau Ngo Nho Pho Nho,Bistro,Vietnamese,158 Pasteur,1,112500,3.35
D1_0091,Mountain Retreat  Vietnameseese Cuisine  Le Loi,Restaurant,Vietnamese,Lau 5 Rooftop 36 Le Loi P. Ben Nghe,1,275000,3.8
D1_0092,Hoa Dang  Nha Hang Chay Loving Hut,Restaurant,Vietnamese,38 Huynh Khuong Ninh,1,127500,3.4
D1_0093,Hum Restaurant  Lounge  Restaurant,Restaurant,Asian,2 Thi Sach P. Ben Nghe,1,152500,4
D1_0094,Chi 3  Bun Nuoc  Co Giang,Cafe,Vietnamese,203 Co Giang,1,37500,3.45
D1_0095,Banh Mi Chao  189 Dinh Tien Hoang,Restaurant,Vietnamese,189 Dinh Tien Hoang P. Da Kao,1,42500,3.6
D1_0096,Pho Hung  Nguyen Trai,Bistro,Vietnamese,243 Nguyen Trai P. Nguyen Cu Trinh,1,58000,3.45
D1_0097,The Workshop  Coffee Shop,Restaurant,Asian,Tang 2 27 Ngo Duc Ke,1,50000,3.6
D1_0098,Crystal Jade Kitchen  Saigon Centre  Nha Hang Quang Dong,Bistro,Chinese,Tang 5 Saigon Centre 65 Le Loi P. Ben Nghe,1,125000,3.7
D1_0099,Seoul Garden Vincom B,Restaurant,Korean,B316A Tang B3 Vincom Center 72 Le Thanh Ton P. Ben Nghe,1,370000,3.6
D1_0100,Hu Tieu Nam Vang Quynh,Restaurant,Vietnamese,A65 Nguyen Trai P. Nguyen Cu Trinh,1,74500,3.2
D1_0101,Quan No  Bun Dau Mam Tom,Restaurant,Vietnamese,26/24/24 Do Quang Dau P. Pham Ngu Lao,1,55000,4
D1_0102,Gyumaru Restaurant ??  Hamburger  Steak  Le Thanh Ton,Restaurant,Japanese,8/3 Le Thanh Ton,1,200000,4
D1_0103,OMG Rooftop,Bistro,Asian,151719 Nguyen An Ninh,1,350000,4.15
D1_0104,Chi Tuyen  Bun Thit Nuong,Bistro,Vietnamese,175C Co Giang P. Co Giang,1,48000,3.4
D1_0105,Ech Xanh  Nguyen Canh Chan,Bistro,Singapore,371D Nguyen Canh Chan P. Nguyen Cu Trinh,1,205000,3.25
D1_0106,Dallas Cakes  Coffee  Ham Nghi,Cafe,Asian,92 Ham Nghi P. Ben Nghe,1,160000,4.9
D1_0107,Nha Hang Chay Phuong Mai  Vo Thi Sau,Restaurant,Vietnamese,82/86F Vo Thi Sau P. Tan Dinh,1,125000,4.05
D1_0108,The Pizza Company  Nguyen Thai Hoc,Restaurant,Italian,105  107 Nguyen Thai Hoc P. Cau Ong Lanh,1,175000,3.65
D1_0109,NATRAJ  Indian Cuisine  Bui Thi Xuan,Restaurant,Indian,41 Bui Thi Xuan,1,62500,4
D1_0110,Maison Marou Saigon,Bistro,Vietnamese,167  169 Calmette,1,150000,3.9
D1_0111,The Vintage Emporium Cafe  Brunch  Morrocan Eggs,Restaurant,Asian,95B Nguyen Van Thu,1,100000,3.85
D1_0112,Haidilao Hot Pot  Bitexco Tower,Restaurant,Chinese,Tang 2 Bitexco Tower 2 Hai Trieu P. Ben Nghe,1,175000,4.3
D1_0113,Bready Banh Mi Tuoi  Burger Dia Bay  Mac Dinh Chi,Restaurant,Vietnamese,62 Mac Dinh Chi P. Dakao,1,53000,3.3
D1_0114,Bon Appetit  Dinh Cong Trang,Restaurant,French,30 Dinh Cong Trang P. Tan Dinh,1,100000,3.95
D1_0115,Lotte Hotel Saigon  Buffet Atrium Cafe,Bakery,Vietnamese,2A  4A Ton Duc Thang P. Ben Nghe Quan 1,1,770000,4
D1_0116,CoCo Kem  Kem Xoi Dua  Hau Pho Mai,Restaurant,Vietnamese,145A Tran Dinh Xu,1,26000,3.7
D1_0117,Ut Huong  Com  Mon Xao,Restaurant,Vietnamese,TK18/1 Nguyen Canh Chan P. Cau Kho,1,127500,3.4
D1_0118,Nemer Drinks  Nguyen Dinh Chieu,Restaurant,Vietnamese,Doi Dien So 10 Huynh Thuc Khang P. Ben Nghe,1,20500,3.7
D1_0119,KAI Coffee  Nguyen Thai Binh,Bakery,Vietnamese,139 Nguyen Thai Binh P. Nguyen Thai Binh,1,37500,3.45
D1_0120,Oc Khanh  Nguyen Binh Khiem,Restaurant,Vietnamese,25/5 Nguyen Binh Khiem  P. Ben Nghe,1,48500,0
D1_0121,Ramen Bar Suzuki,Restaurant,Vietnamese,8/5 Le Thanh Ton,1,325000,3.6
D1_0122,Somtam ZAAP  Mon an Thai,Bistro,Thailand,136 Pasteur,1,115000,3.6
D1_0123,Ahihi  Fruit  Yogurt,Restaurant,Vietnamese,17/3 Nguyen Thi Minh Khai P. Ben Nghe,1,27500,4.75
D1_0124,Beefsteak Titi  Tran Cao Van,Restaurant,French,25 Tran Cao Van P. Da Kao,1,75000,3.25
D1_0125,Mi Cay Khuya,Cafe,Vietnamese,233/18 Nguyen Trai P. Nguyen Cu Trinh,1,37500,3.3
D1_0126,Tung Hung  Hu Tieu Mi Suon  Tran Hung Dao,Bistro,Vietnamese,147 Tran Hung Dao P. Cau Ong Lanh,1,70000,3.5
D1_0127,Banh Beo Hue  Cho Ben Thanh,Cafe,Vietnamese,Cua 7 Cho Ben Thanh,1,35000,3.8
D1_0128,Mr Mi  Pasteur,Cafe,Vietnamese,63 Pasteur P. Ben Nghe,1,35000,3.4
D1_0129,ROU Vegetarian Restaurant  Quan Chay  Tran Hung Dao,Bistro,Vietnamese,567A Tran Hung Dao P. Cau Kho,1,46000,3.35
D1_0130,Com Ga Hai Nam  Calmette,Restaurant,Chinese,205207 Calmette P. Nguyen Thai Binh,1,75000,3
D1_0131,STEAK DELI,Restaurant,French,6/1 Cach Mang Thang 8 P. Ben Thanh,1,235000,3.65
D1_0132,Banh Mi  Sua Bap 122  Bui Thi Xuan,Restaurant,Vietnamese,122E Bui Thi Xuan P. Pham Ngu Lao,1,26500,3.6
D1_0133,Di Nam Sa Dec  Hu Tieu (Hu Tiu)  Banh Tam,Restaurant,Asian,166 Bui Thi Xuan P. Pham Ngu Lao,1,27500,3.9
D1_0134,Yamamoto Mattcha Cafe Premium  Saigon Centre,Bistro,Japanese,Tang B2 Saigon Centre 65 Le Loi,1,75000,3.85
D1_0135,Azabu Sabo  TTTM Takashimaya,Bistro,Japanese,Tang Ham 2  TTTM Takashimaya 92  94 Nam Ky Khoi Nghia P. Ben Nghe,1,57500,3.6
D1_0136,Le Resto  Mon Phap Gia Viet,Bistro,French,357 Hoang Sa P. Tan Dinh,1,97500,3.4
D1_0137,No Name Restaurant  Mon Phap Gia Viet,Bistro,French,357 Hoang Sa P. Tan Dinh,1,150000,3.25
D1_0138,Buddha Chay  Dang Tat,Restaurant,Vietnamese,31 Dang Tat P. Tan Dinh,1,137500,3.4
D1_0139,Fox Beer Club  Ham Nghi,Bistro,Vietnamese,11 Ham Nghi,1,300000,3.45
D1_0140,Bigbro Korean Hotdog,Restaurant,Korean,85 Ho Tung Mau P. Ben Nghe,1,50000,3.8
D1_0141,Beefsteak TiTi  Ho Hao Hon,Bakery,French,30 Ho Hao Hon P. Co Giang,1,82500,3.2
D1_0142,Bun Thit Nuong Kieu Bao  De Tham,Bistro,Vietnamese,139 De Tham P. Co Giang,1,17500,3.25
D1_0143,Bep Nha Xu Quang  Home Kitchen,Cafe,Vietnamese,16 Tran Cao Van P. Da Kao,1,167500,3.75
D1_0144,Chef Lap  Ga Nuong Phap  Hai Ba Trung,Cafe,French,180bis Hai Ba Trung P. Da Kao,1,80000,3.6
D1_0145,Xoi Mit Si Gon  Giao Hang Tan Noi,Restaurant,Vietnamese,187/5/6 Co Giang,1,42500,3.3
D1_0146,Thanh Xuan  Hu Tieu Cua My Tho,Restaurant,Vietnamese,62 Ton That THiep P. Ben Nghe,1,45000,3.5
D1_0147,PAUL Bakery  Saigon Centre,Restaurant,Asian,Tang 2 Saigon Centre 65 Le Loi P. Ben Nghe,1,150000,3.8
D1_0148,Chuyy Quan  Mon Ngon Vi Mien Trung,Bar,Asian,6/33 Cach Mang Thang 8 P. Ben Thanh,1,36500,3.9
D1_0149,Lau Mam Ba Du  Tran Khac Chan,Bistro,Vietnamese,19 Tran Khac Chan P. Tan Dinh,1,72500,3.75
D1_0150,Kem Nhan Chu Tam  Truong Han Sieu,Restaurant,Vietnamese,2 Truong Han Sieu P. Da Kao,1,21500,3.45
D1_0151,Beo Bakery  Banh Bong Lan Trung Muoi  Co Giang,Bistro,Vietnamese,73 Co Giang,1,81000,3.75
D1_0152,Thanh Dat  Hu Tiu Nam Vang  Co Bac,Restaurant,Vietnamese,34 Co Bac P. Cau Ong Lanh,1,42500,3.25
D1_0153,Lush Saigon Bar,Restaurant,Vietnamese,2 Ly Tu Trong,1,320000,3.5
D1_0154,Buihaus Coffee  Workshop  Nguyen Hue,Restaurant,Vietnamese,Tang 7 42 Nguyen Hue,1,35000,3.8
D1_0155,Banh Uot Ban Me  Nam Quoc Cang,Bistro,Vietnamese,24  26 Nam Quoc Cang P. Pham Ngu Lao,1,40000,3.4
D6_0378,Life Tea  Tra Sua Dai Loan,Cafe,Taiwanese,214 Nguyen Van Luong P. 11,6,17500,4.1
D1_0157,The Loft  Restaurant  Cafe  Pasteur,Bistro,Vietnamese,Tang 2 95 Pasteur (Chung Cu Cu),1,60000,3.8
D1_0158,Furin  Chuong Gio Cafe,Bistro,Vietnamese,7C Phan Ton P. Da Kao,1,17750,3.1
D1_0159,Choice Hotpot  Buffet Lau Nhat,Cafe,Japanese,B328AB Tang 3 Vincom Center 72 Le Thanh Ton,1,239000,3.35
D1_0160,Presotea  Tra Trai Cay Tuoi Dai Loan  Nguyen Thi Nghia,Bakery,Vietnamese,24 Nguyen Thi Nghia P. Ben Thanh,1,62500,3.7
D1_0161,Whippy Tea,Bistro,Vietnamese,146 Bui Thi Xuan,1,37500,3.65
D1_0162,Xoi Ga Ut Map  Number One  Phan Boi Chau,Bar,Vietnamese,22 Phan Boi Chau P. Ben Thanh,1,37500,3
D1_0163,Le Jardin  Am Thuc Phap,Cafe,Vietnamese,31 Thai Van Lung P. Ben Nghe,1,425000,3.75
D1_0164,Quan Nuong Giay Bac,Bistro,Vietnamese,96/1 Le Thi Rieng P. Ben Thanh,1,125000,3.5
D1_0165,Tam Hao Fresh Noodles  Ho Tung Mau,Cafe,Vietnamese,105 Ho Tung Mau P. Ben Nghe,1,75000,3.55
D1_0166,Dimsum Homemade  Ha Cao Dac Biet  Tran Khac Chan,Cafe,Chinese,77 Tran Khac Chan,1,30000,3.05
D1_0167,The Olive  An Vat  Burger  Steak,Cafe,Asian,Lau 2  151 Dong Khoi P. Ben Nghe,1,172500,4.35
D1_0168,Bun Moc Thanh Mai  Cho Ben Thanh,Restaurant,Vietnamese,14 Truong Dinh P. Ben Thanh,1,53000,3.25
D1_0169,Bun Bo Ganh  Nguyen Du,Cafe,Asian,135 Nguyen Du P. Ben Nghe,1,75000,3.3
D1_0170,Tom Tep Quan  Nguyen Cu Trinh,Cafe,Vietnamese,168/28 Nguyen Cu Trinh,1,100000,3.45
D1_0171,Quan Nuong 3T,Restaurant,Vietnamese,29  31 Ton That Thiep,1,190000,3.8
D1_0172,Things Cafe,Bistro,Vietnamese,14 Ton That Dam,1,37500,3.55
D1_0173,Banh Cuon Tay Ho  Dinh Tien Hoang,Restaurant,Vietnamese,127 Dinh Tien Hoang P. Da Kao,1,42500,3
D1_0174,Chivago Chicken  Ga Ran Han Quoc  Bia  Nguyen Thai Hoc,Bistro,Korean,161 Nguyen Thai Hoc P. Pham Ngu Lao,1,300000,4.25
D1_0175,Nossa Steakhouse  Pham Hong Thai,Restaurant,Italian,36 Pham Hong Thai P. Ben Thanh,1,292500,4.05
D4_0450,Miutea  Xom Chieu,Cafe,Taiwanese,C226 Xom Chieu P. 15,4,18500,3.2
D1_0177,Osaka Ohsho Saigon Center  Quan Mi Ramen  Gyoza Nhat Ban,Restaurant,Japanese,Lau 5 Saigon Centre 65 Le Loi P. Ben Nghe,1,175000,3.7
D1_0178,Nha Hang Chay Mandala,Bistro,Asian,110 Suong Nguyet Anh P. Ben Thanh,1,85500,3.5
D1_0179,Hoang Tam  Mon Ngon Mien Tay  Nguyen Canh Chan,Restaurant,Vietnamese,TK 22/1 Nguyen Canh Chan P. Cau Kho,1,73000,3.6
D1_0180,Ice Zone 24H,Bistro,Vietnamese,89 Cach Mang Thang 8,1,35000,3.95
D1_0181,Catina Kitchen  Nguyen Hue,Restaurant,USA,Tang 2 98 Nguyen Hue,1,140000,3.95
D1_0182,TocoToco Bubble Tea  Nguyen Thai Hoc,Cafe,Vietnamese,83 Nguyen Thai Hoc P. Cau Ong Lanh,1,47500,3.2
D1_0183,Bun Rieu Cua Oc Phang Rang Ninh Thuan  Nguyen Thai Binh,Bistro,Vietnamese,66 Nguyen Thai Binh P. Nguyen Thai Binh,1,45000,3.75
D1_0184,Quan An Hue O Xuan,Bistro,Vietnamese,22 Nguyen Huu Cau P. Tan Dinh,1,29500,3.35
D1_0185,Sup Cua  Goi Cuon Hoi An,Restaurant,Asian,212B/D28/2 Nguyen Trai P. Nguyen Cu Trinh,1,18500,3.85
D1_0186,GEM Lounge  GEM Center,Bakery,Vietnamese,Tien Sanh GEM Center 8 Nguyen Binh Khiem P. Da Kao,1,175000,4.05
D1_0187,Baba Kitchen  Am Thuc An Do  Bui Vien,Restaurant,Vietnamese,274 Bui Vien P. Pham Ngu Lao,1,82500,3.95
D1_0188,Com Ga Xoi Mo Su Su,Restaurant,Vietnamese,117/1D Cong Quynh P. Nguyen Cu Trinh,1,36000,3.05
D1_0189,Nha Hang Beirut  Am Thuc Trung Dong,Restaurant,Vietnamese,21 Ngo Duc Ke P. Ben Nghe,1,119000,4.75
D1_0190,Com Nieu Thien Ly  Nguyen Dinh Chieu,Cafe,Singapore,16 Nguyen Dinh Chieu,1,60000,3.85
D1_0191,Hoa Vien Brauhaus  Nguyen Thi Minh Khai,Restaurant,German,18Bis/28 Nguyen Thi Minh Khai P. Da Kao,1,265000,3.7
D1_0192,Level 9 Restaurant  Liberty Saigon Parkview,Cafe,Vietnamese,265 Pham Ngu Lao P. Pham Ngu Lao,1,314500,3.6
D1_0193,Bake Cheese Tart  Ngo Duc Ke,Bistro,Asian,68 Ngo Duc Ke,1,75000,3.85
D1_0194,B3 Steakhouse  Craft Beer,Bistro,Vietnamese,Tang 1 90 Nguyen Hue P. Ben Nghe,1,275000,4.15
D1_0195,Ning Cha  Tra Chanh Hong Kong  Tran Khac Chan,Restaurant,Vietnamese,59 Tran Khac Chan P. Tan Dinh,1,22500,3.9
D1_0196,QUI  Cuisine  Mixology,Cafe,Asian,22  22Bis Le Thanh Ton P. Ben Nghe,1,300000,3.95
D1_0197,Bun Dau Ha Noi  Luong Huu Khanh,Restaurant,Vietnamese,12AB Luong Huu Khanh P. Pham Ngu Lao,1,40000,3.4
D1_0198,Chen Shabu Shabu  Nuong Khong Khoi  Nguyen Trai,Bistro,Japanese,152  154 Nguyen Trai,1,300000,3.45
D1_0199,La Smoke House  Texas BBQ  Beer  Nguyen Trung Truc,Restaurant,American,Tang 2 5  7  9 Nguyen Trung Truc P. Ben Thanh,1,506000,4.25
D1_0200,Com Tam Bui Sai Gon  Thach Thi Thanh,Bistro,Vietnamese,100 Thach Thi Thanh P. Tan Dinh,1,42500,2.5
